text,category
"Mina sidor inloggning konto","e-tjänster"
"Digital ansökan bygglov online","e-tjänster"
"E-tjänst ekonomiskt stöd ansöka","e-tjänster"
"Digitalt formulär skicka ansökan","e-tjänster"
"BankID mobilt använda","e-tjänster"
"Mina ärenden följa status","e-tjänster"
"Digital brevlåda meddelanden läsa","e-tjänster"
"E-faktura betalning online","e-tjänster"
"Digital underskrift signera","e-tjänster"
"Felanmälan digital tjänst online","e-tjänster"
"E-tjänst förskola digital ansökan","e-tjänster"
"Digital skolansökan gymnasiet online","e-tjänster"
"E-tjänst parkeringstillstånd digital","e-tjänster"
"Digital bokning idrottsanläggningar","e-tjänster"
"E-legitimation inloggning använda","e-tjänster"
"Freja eID fungerar inloggning","e-tjänster"
"Problem inloggning e-tjänst hjälp","e-tjänster"
"Teknisk support e-tjänster digital","e-tjänster"
"Digital tjänst ansökan online","e-tjänster"
"Parkering avgift kostnad vad","ekonomi & skatter"
"Parkeringsavgift hur mycket betala","ekonomi & skatter"
"Faktura betalning kommun förfallen","ekonomi & skatter"
"Taxa avgift kommunal tjänst","ekonomi & skatter"
"Kommunskatt procent sats","ekonomi & skatter"
"Skatteintäkter hur används","ekonomi & skatter"
"Budget kommunen ekonomi läsa","ekonomi & skatter"
"Avgifter taxa lista kommunala","ekonomi & skatter"
"Skatt deklaration kommun","ekonomi & skatter"
"Parkeringsbot betala avgift böter","ekonomi & skatter"
"Trafik parkering centrum","trafik"
"Parkera bil var centrum","trafik"
"Parkeringsplats hitta var","trafik"
"Buss linje till centrum","trafik"
"Bussförbindelser stad kommunen","trafik"
"Cykelväg saknas bygga ny","trafik"
"Cykelbana säkerhet förbättra","trafik"
"Trafiksäkerhet barn skola väg","trafik"
"Vägarbete pågår information om","trafik"
"Väg stängd omledning trafik","trafik"
"Företag serveringstillstånd bar restaurang","företag"
"Alkoholtillstånd ansöka företag","företag"
"Torghandel företag tillstånd ansöka","företag"
"Livsmedelstillstånd café företag","företag"
"Miljötillstånd företag verksamhet ansöka","företag"
"Uteservering företag tillstånd sommar","företag"
"Marknad stånd företag hyra","företag"
"Tobakstillstånd försäljning företag","företag"
"Registrera företag kommun","företag"
"Evenemang företag tillstånd offentlig","företag"
"Fritid evenemang vad händer","fritid & evenemang"
"Festival konserter kalender","fritid & evenemang"
"Julmarknad när öppnar datum","fritid & evenemang"
"Midsommar firande var plats","fritid & evenemang"
"Nyår fyrverkeri var tid","fritid & evenemang"
"Aktiviteter helgen familj","fritid & evenemang"
"Arrangemang event ansöka tillstånd","fritid & evenemang"
"Gatufest event tillstånd ansöka","fritid & evenemang"
"Torgdag marknad schema datum","fritid & evenemang"
"Evenemang gratis park konsert","fritid & evenemang"
"Statistik befolkning invånare antal","statistik & fakta"
"Fakta kommun information siffror","statistik & fakta"
"Befolkningsstatistik kommun data","statistik & fakta"
"Ekonomisk statistik kommun siffror","statistik & fakta"
"Arbetslöshet statistik procent","statistik & fakta"
"Inflyttning utflyttning statistik","statistik & fakta"
"Årsredovisning kommun ekonomi läsa","statistik & fakta"
"Öppna data kommun ladda ner","statistik & fakta"
"Bostadsstatistik nybyggnation siffror","statistik & fakta"
"Skolresultat statistik betyg data","statistik & fakta"
"Mark köpa tomt kommun","exploatering & mark"
"Tomt ledig köpa villatomt","exploatering & mark"
"Markanvisning ansöka byggare","exploatering & mark"
"Arrende mark hyra kommun","exploatering & mark"
"Exploateringsavtal teckna mark","exploatering & mark"
"Fastighetsbildning avstyckning tomt","exploatering & mark"
"Markpris kostnad tomt kommun","exploatering & mark"
"Tomtkö ansöka villatomt","exploatering & mark"
"Industrimark köpa kommun tomt","exploatering & mark"
"Markvärdering tomt begära","exploatering & mark"
"Miljö återvinning sopsortering avfall","miljö"
"Återvinningsstation öppettider hitta","miljö"
"Sopor sortera hur korrekt","miljö"
"Avfall grovsopor lämna var","miljö"
"Elektronik slängas återvinning","miljö"
"Farligt avfall kemikalier lämna","miljö"
"Komposter matavfall hemma","miljö"
"Plastsopor sortering återvinning","miljö"
"Återvinna kläder gamla lämna","miljö"
"Batterier återvinning lämna var","miljö"
"Trafik cykel parkera ställa","trafik"
"Cykel ställplats var finns","trafik"
"Buss hållplats närmaste var","trafik"
"Kollektivtrafik tider tidtabell","trafik"
"Handikapparkering tillstånd ansöka","trafik"
"Gatubelysning trasig rapportera anmäl","trafik"
"Trafikljus defekt anmäla trasig","trafik"
"Halkbekämpning snö is vinter","trafik"
"Snöplog när kommer vinterunderhåll","trafik"
"Farlig korsning trafiksäkerhet","trafik"
"Miljö återvinningscentral närmaste hitta","miljö"
"Grovsopor var lämna bort","miljö"
"Återvinna elektronik lämna var","miljö"
"Sortera sopor hemma guide","miljö"
"Återvinning plast regler sortering","miljö"
"Matavfall kompost sortera","miljö"
"Glas metall återvinning lämna","miljö"
"Papper tidningar återvinning","miljö"
"Farligt avfall målarfärg kemikalier","miljö"
"Batteriåtervinning lämna var","miljö"
"Samhällsbyggnad park grönområde skötsel","samhällsbyggnad"
"Park underhåll skötsel grönområden","samhällsbyggnad"
"Lekplats säkerhet underhåll kontroll","samhällsbyggnad"
"Gata asfalt underhåll reparation","samhällsbyggnad"
"Offentlig plats renovering förbättring","samhällsbyggnad"
"Stadsmiljö förbättra utveckla","samhällsbyggnad"
"Träd plantera fler grönska","samhällsbyggnad"
"Blomsterplantering stad vackrare","samhällsbyggnad"
"Bänkar fler offentlig plats","samhällsbyggnad"
"Belysning park säkerhet öka","samhällsbyggnad"
"Stöd hjälp ekonomiskt bistånd ansöka","stöd & hjälp"
"Försörjningsstöd pengar ansöka","stöd & hjälp"
"Ekonomisk kris hjälp akut","stöd & hjälp"
"Pengar slut var hjälp","stöd & hjälp"
"Skuldrådgivning gratis budgethjälp","stöd & hjälp"
"Hemlöshet hotad hjälp var","stöd & hjälp"
"Kvinnojour kris hjälp kontakt","stöd & hjälp"
"Akutboende behöver tillfälligt","stöd & hjälp"
"Familjerådgivning samtal terapi","stöd & hjälp"
"Bidrag glasögon tandvård barn","stöd & hjälp"
"Tillgänglighet webbplats lättläst anpassa","tillgänglighet"
"Teckenspråk tolk boka möte","tillgänglighet"
"Översättning språk information","tillgänglighet"
"Rullstol ramp tillgång kontor","tillgänglighet"
"Hörslinga finns kommunhus var","tillgänglighet"
"Lätt svenska information läsa","tillgänglighet"
"Punktskrift dokument finns","tillgänglighet"
"Anpassa text storlek hemsida","tillgänglighet"
"Kontrast ändra hemsida syn","tillgänglighet"
"Ledarhund välkommen tillträde","tillgänglighet"
"Vård omsorg vårdcentral läkare","vård & omsorg"
"Läkare tid boka vårdcentral","vård & omsorg"
"Tandvård barn gratis kostnadsfritt","vård & omsorg"
"BVC barnhälsa kontakt besök","vård & omsorg"
"Mödravård gravid barnmorska","vård & omsorg"
"Psykolog terapi samtal behov","vård & omsorg"
"Vaccination barn schema var","vård & omsorg"
"Akuten sjukhus jour öppen","vård & omsorg"
"1177 ring sjukvårdsrådgivning","vård & omsorg"
"Rehab fysioterapi träning","vård & omsorg"
"Funktionsnedsättning LSS insatser ansöka","funktionsnedsättning"
"Personlig assistent LSS ansöka","funktionsnedsättning"
"Färdtjänst ansöka tillstånd kort","funktionsnedsättning"
"Parkeringstillstånd handikapp rörelsehinder","funktionsnedsättning"
"Ledsagare funktionshinder LSS","funktionsnedsättning"
"Daglig verksamhet LSS plats","funktionsnedsättning"
"Gruppboende LSS ansöka bostad","funktionsnedsättning"
"Hjälpmedel rullstol rollator","funktionsnedsättning"
"Boendestöd vuxna LSS","funktionsnedsättning"
"Kontaktperson LSS få ansöka","funktionsnedsättning"
"Kris beredskap nödläge skyddsrum","kris & beredskap"
"Brandskydd hemma brandvarnare","kris & beredskap"
"Översvämning risk beredskap","kris & beredskap"
"Extremväder storm beredskap","kris & beredskap"
"Evakuering plan information","kris & beredskap"
"Första hjälpen kurs utbildning","kris & beredskap"
"Kriskommunikation information kanal","kris & beredskap"
"Räddningstjänst kontakt frågor","kris & beredskap"
"Brandsläckare köpa hemma","kris & beredskap"
"Beredskap mat vatten lagra","kris & beredskap"
"Hållbarhet energi solceller bidrag","hållbarhet"
"Klimat miljö hållbar utveckling","hållbarhet"
"Elbil laddning station hitta","hållbarhet"
"Grön energi omställning fossilfri","hållbarhet"
"Energieffektivisering stöd bidrag","hållbarhet"
"Klimatmål kommun strategi","hållbarhet"
"Solpaneler installation bidrag","hållbarhet"
"Laddstolpe elbil hemma installera","hållbarhet"
"Hållbar transport miljövänlig","hållbarhet"
"Vindkraft planer utbyggnad","hållbarhet"
